Epoch,Generator Loss,Discriminator Loss,Accuracy
1,0.8949816047538945,0.6187833851105823,0.7612571674274694
2,0.9139469396033354,0.608964496607914,0.7862727429811635
3,0.9011164923663338,0.6134983250095063,0.7742068923042776
4,0.8917014414086978,0.6096706450375141,0.7827918072384249
5,0.8699142150054526,0.595752733846321,0.7995679650794928
6,0.865831617548142,0.6066708877682716,0.7740533218190162
7,0.8578335485683607,0.5712948021228931,0.7813132761050986
8,0.8860756172595688,0.5735536002110515,0.7959363312560076
9,0.8713915392452385,0.5654825609441766,0.7756825388645628
10,0.8715882092342908,0.5746458662917551,0.7704261351686619
11,0.8400070532412198,0.5751389283222731,0.7797533234226732
12,0.8738984349028064,0.568404981679119,0.7754284433268949
13,0.8643181137952821,0.5886597044477099,0.8069838244610499
14,0.8354323399373352,0.5677395208228456,0.8029370600805359
15,0.8301301415454269,0.5626659518160666,0.7967647216889884
16,0.826111690598219,0.5710955984283707,0.8071033215666923
17,0.8268635672694019,0.5529839077745008,0.8052081075657604
18,0.8316025021632487,0.5773940016791412,0.7813403533758496
19,0.8238084129905826,0.5462473318696398,0.8103962374906195
20,0.8140981451997584,0.580699967259939,0.7970838937582587
21,0.8228414627276708,0.5700734642412539,0.8086241368188074
22,0.799865468711796,0.5450914844042241,0.8129865091397969
23,0.8018898675740618,0.5353229255012706,0.790679322672344
24,0.8007769227113395,0.5656796816279892,0.7831775871851887
25,0.800283615695212,0.5592947019171699,0.7887092432363716
26,0.80936622212919,0.5581398785583742,0.7974924748103563
27,0.7818645023067425,0.5577895893776419,0.813945080432818
28,0.7903652959038915,0.527859745253037,0.8164700396567843
29,0.7894108684687674,0.5371957719989138,0.7831352280783904
30,0.7634906695700244,0.5254510889116174,0.8041033614908577
31,0.7818528144842208,0.5532996472391054,0.8011862360443185
32,0.7602903527025936,0.5416666189506534,0.7941904348678088
33,0.751989818821452,0.5279297985451263,0.7909170636729391
34,0.7832615439391128,0.5151953952359307,0.8004433823663493
35,0.7798497711189007,0.5230515377665858,0.8254714901973171
36,0.7694787510675155,0.5215787614524985,0.8014995458522587
37,0.7452457752567306,0.5357148593784206,0.8101393799717754
38,0.73288647639699,0.5299920947725758,0.8183248399884602
39,0.7522672802441597,0.5379374892948898,0.805565592258437
40,0.7384224262801963,0.5192967602717841,0.830708018002716
41,0.7216162232713421,0.5031511167763075,0.8311509530221742
42,0.7324601376289405,0.5248563221011646,0.8035406795881166
43,0.7099469694160373,0.5247171162303901,0.8141756545214097
44,0.7408626120015187,0.5146959858619635,0.8071371732089974
45,0.7107593625293068,0.5210427688308356,0.8073119871220374
46,0.7228274219864042,0.507915089160698,0.7982101717717323
47,0.7047133410027601,0.5070317621548716,0.8219335937673591
48,0.7089659861532348,0.5011832733874032,0.8184745078679299
49,0.7059500438267924,0.48305758139629446,0.8012428235193872
50,0.687394178221021,0.4843156570797322,0.8111458585694644
