Epoch,Generator Loss,Discriminator Loss,Accuracy
1,0.8110858766370975,0.6079264685607898,0.8508065400444798
2,0.8002953536629016,0.6004234464904995,0.8651076681760069
3,0.7928872477168178,0.5903402883249225,0.85411708987751
4,0.8101317264241977,0.609490576298482,0.8554987433512113
5,0.7762846339861237,0.6033076142490938,0.869147776759395
6,0.7895009225389813,0.5814026367574692,0.8512413554648224
7,0.7682092478315131,0.6103146384001619,0.8414830581176174
8,0.7844607113940507,0.6057586325740696,0.8382941641953906
9,0.7659256004150287,0.6098287312255545,0.8683687555330671
10,0.7663853697119474,0.5998451068661467,0.8639960555235263
11,0.7642928866057781,0.5943325262047785,0.868367272356622
12,0.7835194324928058,0.5855052316557063,0.8497430562562748
13,0.7853519992522495,0.6050642413749768,0.8476997569826544
14,0.7768041383589885,0.6013772494575674,0.8438470927491643
15,0.7899154733675532,0.5675230325185333,0.8583092166379782
16,0.764382578282989,0.5657485565309105,0.8689028299231648
17,0.7587754222267846,0.5787320040628771,0.8620162924162341
18,0.7800500875765579,0.5950751944557631,0.8648459356564593
19,0.7522091396632271,0.6011236982338223,0.8845336947185254
20,0.7797533913735428,0.5666289205421002,0.8633179737829728
21,0.7396698524569804,0.5833570653487793,0.8709677428316985
22,0.7759380102111627,0.5738070628366695,0.8827746919382171
23,0.7368284372943495,0.5963475963207474,0.8683106908846876
24,0.7687069490377187,0.5902153691703264,0.8783528557642171
25,0.7521284525267173,0.5890433522700782,0.8889843442682372
26,0.7686981836815067,0.5732375223101661,0.8934910290279383
27,0.72989063809962,0.5700621678486086,0.8624135514820594
28,0.7470521305597263,0.563385262469065,0.894614525414623
29,0.7616292442819068,0.5536835912946085,0.8782560802946101
30,0.7417402402974183,0.5849970583155083,0.8699216122666522
31,0.7439514557294921,0.581903795467244,0.8789776751474897
32,0.7445646414369357,0.5883560538702208,0.9008339560726436
33,0.7328755201417313,0.5872124122584664,0.8823577849842046
34,0.7377553844278524,0.56854379883635,0.8768235337992555
35,0.7339848173748832,0.5760656190562,0.8900299117236895
36,0.7446177489910681,0.5820763434810114,0.8753201104654134
37,0.7083484674585562,0.5772512017495455,0.8697692270018975
38,0.7157283235020566,0.5521388220289116,0.8729102909172423
39,0.7404654389548991,0.5592462552083222,0.8738973437623925
40,0.7360187146209427,0.5453704582387129,0.8758720261078388
41,0.716593617050204,0.5773457145597367,0.8763694134365887
42,0.7211318345243063,0.5624102506841577,0.8974717244860062
43,0.7053809616049594,0.5462885693629956,0.8801323462331087
44,0.6997697443481341,0.5629904763558261,0.8877042423533628
45,0.7087520178302523,0.5598271704346424,0.9107694955799139
46,0.7022973544271645,0.548408141374375,0.8948768329574537
47,0.7094686934536266,0.5376035281777811,0.9036410850510451
48,0.6871910181316606,0.5589037441502427,0.8848519785215346
49,0.7210166086331773,0.5518327161994171,0.8866711525890816
50,0.7194484297791841,0.5608927356694257,0.8816347446506592
